00A,Bensalem
LIRA,Roma
LIRE,Pomezia
LIRF,Rome
LIRG,Guidonia
LIRH,Frosinone
LIRI,Salerno
LIRJ,Marina  Di Campo
LIRL,Latina
LIRM,Caserta
LIRN,Nápoli
LIRP,Pisa
LIRQ,Firenze
LIRS,Grosetto
LIRU,Roma
LIRV,Viterbo
LIRZ,Perugia
LIVD,
LJAJ,Ajdovscina
LJBL,Bled
LJBO,Bovec
LJCE,
LJCL,Celje
LJDI,
LJLJ,Ljubljana
LJMB,
LJMS,Murska Sobota
LJNM,Novo mesto
LJPO,Postojna
LJPT,
LJPZ,Portoroz
LJSG,Slovenc Gradec
LJVE,Sostanj
LKBA,Břeclav
LKBE,Benešov
LKBO,Bohuňovice
LKBR,Broumov
LKBU,Bubovice
LKC,Lekana
LKCB,Cheb
LKCE,Česká Lípa
LKCH,Chotumov
LKCL,Černovice
LKCM,Medlánky
LKCO,Choceň
LKCR,Chrudim
LKCS,České Budějovice
LKCT,Chotěboř
LKCV,Čáslav
LKDK,Dvůr Králové Nad Labem
LKER,Erpužice
LKFR,Frýdlant
LKHB,Havlíčkův Brod
LKHC,Hořice
LKHD,Hodkovice Nad Mohelkou
LKHK,Hradec Králové
LKHN,Hranice
LKHO,Holešov
LKHR,Ralsko
LKHS,Hosin
LKHV,Hořovice
LKJA,Jaroměř
LKJC,Jičín
LKJH,Jindřichův Hradec
LKJI,Jihlava
LKKA,Křižanov
LKKB,Prague
LKKC,Planá
LKKL,Kladno
LKKM,Kroměříž
LKKO,Kolín
LKKR,Krnov
LKKT,Klatovy
LKKU,Uherské Hradiště
LKKV,Karlovy Vary
LKKY,Kyjov
LKLB,Liberec
LKLN,Plzen
LKLT,Letňany
LKMB,Mladá Boleslav
LKMH,Mnichovo Hradiště
LKMI,Mikulovice
LKMK,Moravská Třebová
LKMO,Most
LKMR,Mariánské Lázně
LKMT,Ostrava
LKNA,Náměšť
LKNM,Nové Město Nad Metují Moravě
LKNY,Nymburk
LKOL,Olomouc
LKOT,Otrokovice
LKPA,Policka
LKPC,Panensky Tynec
LKPD,Pardubice
LKPI,Pribyslav
LKPJ,Prostejov
LKPL,Letkov
LKPM,Pribram
LKPN,Podhoramy
LKPO,Přerov
LKPR,Prague
LKPS,Rybnice
LKRA,Raná
LKRK,Rakovnik
LKRO,Roudnice Nad Labem
LKSA,Stankov
LKSB,Mostkovice
LKSK,Skutec
LKSN,Slany
LKSO,Sobeslav
LKSR,Strunkovice
LKST,Strakonice
LKSU,Sumperk
LKSZ,Sazena
LKTA,Tábor
LKTB,Brno
LKTC,Tocna
LKTD,Tachov
LKTO,Toužim
LKTV,Tabor
LKUL,Usti Nad Labem
LKUO,Usti Mad Orlici
LKVL,Vlasin
LKVM,Vysoke Myto
LKVO,Vodochoky
LKVP,Velke Porici
LKVR,Vrchlabi
LKVY,Vyskov
LKZA,Zabreh
LKZB,Zbraslavice
LKZD,Zatek
LKZM,Zamberk
LKZN,Znojmo
LL01,Monmouth
LL04,Morris
LL07,Mount Carroll
LL09,Mundelein
LL10,Naperville
LL11,Naperville
LL12,New Lenox
LL13,Enfield
LL18,North Henderson
LL1A,Beersheba
LL1B,Arad
LL20,Greenfield
LL22,Downers Grove
LL23,Oquawka
LL24,Manteno
LL25,Ottawa
LL26,New Athens
LL27,Macomb
LL28,Capron
LL29,Pana
LL32,Paxton
LL33,Good Hope
LL34,Wapella
LL35,Chicago
LL36,Peoria
LL37,Peoria
LL38,Sterling
LL39,Morris
LL40,Frankfort
LL42,Pontiac
LL43,Peru
LL44,Peru
LL45,Gillespie
LL46,Piper City
LL47,Beardstown
LL48,Athens
LL49,Jerseyville
LL51,Plainfield
LL52,Streator
LL53,Plato Center
LL54,Paw Paw
LL55,Polo
LL56,Pontiac
LL59,Rishon LeZion
LL60,Nitzana
LL61,Prophetstown
LL64,Putnam
LL65,Putnam
LL66,Ransom
LL69,Ridott
LL74,Rochelle
LL75,Rock City
LL78,Rockford
LL79,Rockford
LL80,Rockford
LL81,Rockford
LL82,Rockford
LL83,Rockford
LL84,Rockford
LL87,Rockton
LL88,Rockton
LL89,Rockton
LL90,Rockton/Belvidere
LL91,Rock City
LL94,Roscoe
LL95,Roselle
LL97,Round Lake
LL98,Rutland
LLAZ,Gush Katif
LLBG,Tel Aviv
LLBS,Beersheva
LLEK,Rehovot
LLES,Ein Shemer
LLET,Eilat
LLEY,Sapir
LLFK,Katzrin
LLH,La Lima
LLHA,Haifa
LLHB,Beersheba
LLHS,Hatzor
LLHZ,Herzliya
LLIB,Rosh Pina
LLJR,Jerusalem
LLKS,Kiryat Shmona
LLL,Lissadell Station
LLMG,Afula
LLMR,Mitzpe Ramon
LLMZ,Masada
LLNV,Beersheba
LLOV,Eilat
LLRD,Haifa
LLRM,Beersheba
LLSD,Tel Aviv
LLYT,Yotvata
LMC,La Macarena
LMMG,Gozo
LMML,Luqa
LMZ,Palma
LNC,
LNF,
LNM,
LNMC,Fontvieille
LNQ,Loani
LOAA,Ottenschlag
LOAB,Dobersberg
LOAC,Kittsee
LOAD,Voeltendorf
LOAE,Eisenstadt
LOAF,Baden
LOAG,Krems
LOAH,Horn
LOAJ,Aspern
LOAK,Krems
LOAL,Leopoldsdorf
LOAM,Vienna
LOAN,Wiener Neustadt
LOAO,Oberpullendorf
LOAP,Waidhofen An Der Ybbs
LOAQ,Amstetten
LOAR,Altlichtenwarth
LOAS,Spitzerberg
LOAT,Eisenstadt
LOAU,Stockerau
LOAV,Bad Vöslau
LOAW,Wiener Neustadt
LOAX,St. Pölten
LOAY,Kilb
LOAZ,Zwettl
LOBA,Vienna
LOBM,Mistelbach
LODL,Kirchberg An Der Raab
LODO,Oberwart
LOF,Loen Island
LOGA,Bad Radkersburg
LOGC,Niederöblarn
LOGF,Fuerstenfeld
LOGG,Punitz
LOGH,Graz
LOGI,Trieben
LOGJ,Judenburg
LOGK,Kapfenberg
LOGL,Lanzen
LOGM,Mariazell
LOGO,Niederoeblarn
LOGP,Pinkafeld
LOGR,Oberwart
LOGT,Timmersdorf
LOGW,Weiz
LOHD,
LOIA,Kitzbühel
LOIB,Kitzbühel
LOIC,St. Anton Am Arlberg
LOID,Kufstein
LOIE,Reutte
LOIG,Ludesch
LOIH,Hohenems / Dornbirn
LOII,Hall In Tirol
LOIJ,St. Johann In Tirol
LOIK,Kufstein
LOIL,Zams
LOIM,Langkampfen
LOIN,Telfs
LOIO,Sölden
LOIP,Ischgl
LOIQ,Feldkirch
LOIR,Reutte
LOIS,Wattens
LOIT,St Johann In Tirol
LOIU,Innsbruck
LOIV,Zams
LOIW,Waidring
LOIX,Bregenz
LOIY,Schruns
LOIZ,Schwaz
LOJK,Kaltenbach
LOJM,Mayrhofen
LOJO,Innsbruck
LOJP,Karres
LOJT,Madseit
LOJZ,Ehrwald
LOKA,Klagenfurt
LOKB,Bad Kleinkircheim
LOKC,Ferlach
LOKD,Villach
LOKF,Feldkirchen
LOKG,Ferlach
LOKH,Friesach
LOKI,Wietersdorf
LOKJ,Lienz
LOKK,Halleg
LOKL,Lienz
LOKM,Mayerhofen
LOKN,Nötsch Im Gailtal
LOKO,Goldeck Talstation
LOKP,Friesach
LOKQ,Nikolsdorf
LOKS,St. Andrä
LOKT,Villach
LOKU,Klagenfurt
LOKV,Völkermarkt
LOKW,Wolfsberg
LOKX,Feldkirchen-Waiern
LOKY,Klagenfurt
LOKZ,Zwatzhof
LOLC,Scharnstein
LOLD,Flugplatz Suben
LOLE,Eferding
LOLF,Freistadt
LOLG,St. Georgen Am Ybbsfelde
LOLH,Hofkirchen
LOLK,Ried
LOLM,Micheldorf
LOLO,Linz
LOLS,Schaerding / Suben
LOLT,Seitenstetten
LOLU,Gmunden
LOLW,Wels
LOM,Lagos de Moreno
LOMP,Patergassen
LOMW,Wolfsberg
LOR,Fort Rucker Ozark
LOSJ,St. Johann Im Pongau
LOSL,Salzburg
LOSM,Mauterndorf
LOSS,Schwarzach
LOWG,Graz
LOWI,Innsbruck
LOWK,Klagenfurt am Wörthersee
LOWL,Linz
LOWS,Salzburg
LOWW,Vienna
LOWZ,Zell Am See
LOXA,Aigen im Ennstal
LOXH,Hochfilzen
LOXI,Schwaz
LOXN,Wiener Neustadt
LOXS,Salzburg
LOXT,Langenlebarn
LOXZ,Zeltweg
LP77,
LPAR,
LPAV,
LPAZ,Vila do Porto
LPBG,Bragança
LPBJ,Beja
LPBR,Braga
LPCH,Chaves
LPCO,
LPCR,Corvo
LPCS,
LPCV,
LPEV,
LPFL,Santa Cruz das Flores
LPFR,Faro
LPGR,Santa Cruz da Graciosa
LPHR,Horta
LPIN,
LPJF,Leiria
LPJO,Alijó
LPLA,Lajes
LPLZ,Lousã
LPMA,Funchal
LPMF,Monfortinho
LPMI,Mirandela
LPMO,Montargil
LPMR,
LPMT,Montijo
LPMU,Mogadouro
LPOT,Ota
LPOV,
LPPD,Ponta Delgada
LPPI,Pico Island
LPPM,
LPPR,Porto
LPPS,Vila Baleira
LPPT,Lisbon
LPPV,
LPSC,
LPSI,
LPSJ,Velas
LPSR,Santarém
LPST,
LPTN,
LPVL,Maia
LPVR,
LPVZ,
LQBI,Bihać
LQBK,Banja Luka
LQBZ,Banja Luka
LQJL,Tuzla
LQLV,Livno
LQMO,Mostar
LQPD,Prijedor
LQSA,Sarajevo
LQTZ,Tuzla
LQVI,Visoko
LR79,Ianca
LR80,Feteşti
LR81,Deveselu
LR82,Boboc
LRAR,Arad
LRBC,Bacău
LRBM,Baia Mare
LRBS,Bucharest
LRCK,Constanţa
LRCL,Cluj-Napoca
LRCS,Caransebeş
LRCT,Câmpia Turzii
LRCV,Craiova
LRIA,Iaşi
LRO,Lathrop
LROD,Oradea
LROP,Bucharest
lrpv,Ploiesti
LRSB,Sibiu
LRSM,Satu Mare
LRSV,Suceava
LRTC,Tulcea
LRTM,Târgu Mureş
LRTR,Timişoara
LRTZ,
LS00,Zachary
LS01,Gibson
LS02,Hammond
LS03,Winnsboro
LS04,Mangham
LS05,New Orleans
LS06,New Roads
LS07,Shreveport
LS08,Boothville
LS09,Ville Platte
LS10,Westlake
LS11,Winnsboro
LS12,Buras
LS13,Carencro
LS14,Thornwell
LS15,Jeanerette
LS16,Jigger
LS17,Slidell
LS18,Welsh
LS19,Chauvin
LS20,Gonzales
LS21,Houma
LS22,Greensburg
LS23,Lafayette
LS24,New Orleans
LS25,Slaughter
LS26,Cocodrie
LS27,Alexandria
LS28,Ecaille
LS29,Lake Charles
LS30,Monroe
LS31,Intercoastal City
LS32,Kenner
LS33,New Orleans
LS34,Breaux Bridge
LS35,St Francisville
LS36,Iowa
LS37,Sulphur
LS38,New Iberia
LS39,Watson
LS40,Ama
LS41,Blanchard
LS42,Crowley
LS43,Gray
LS44,Kaplan
LS45,Killona
LS46,Monterey
LS47,Morgan City
LS48,Napoleonville
LS49,Plaquemine
LS50,Rayville
LS51,Slidell
LS52,Venice
LS53,Ville Platte
LS54,Zachary
LS55,Geismar
LS56,Grand Isle
LS57,La Place
LS58,Lake Charles
LS59,Opelousas
LS60,St Gabriel
LS61,Berwick
LS62,Centerville
LS63,Venice
LS64,Gibson
LS65,New Orleans
LS66,Harahan
LS67,Marksville
LS68,Abbeville
LS69,Benton
LS71,Raceland
LS72,Welsh
LS73,Braithwaite
LS74,Lake Charles
LS75,Cameron
LS76,Covington
LS77,Slaughter
LS78,Shreveport
LS79,Urania
LS80,Kinder
LS81,Lake Charles
LS82,Lake Charles
LS83,Newellton
LS84,Leeville
LS85,Metairie
LS86,Hammond
LS87,Happy Jack
LS89,St Francisville
LS90,Shreveport
LS91,Arnaudville
LS92,Robert
LS93,Gibson
LS94,Krotz Springs
LS95,Glenmora
LS96,Jefferson
LS97,Luling
LS98,Many
LS99,Port Fourchon
LSD,Lexington
LSER,Raron
LSEZ,Zermatt
LSGB,Bex
LSGC,La Chaux-de-Fonds
LSGE,
LSGG,Geneva
LSGK,Saanen
LSGL,Lausanne
LSGN,
LSGP,La Côte
LSGR,
LSGS,Sion
LSGT,
LSGY,Yverdon-les-Bains
LSHG,Gampel
LSMA,Alpnach
LSMD,Zurich
LSME,
LSMF,
LSMI,
LSMJ,Turtman
LSML,Lodrino
LSMM,
LSMP,
LSPA,
LSPD,
LSPF,
LSPG,
LSPH,Winterthur
LSPK,
LSPL,
LSPM,Quinto
LSPN,
LSPO,
LSPU,
LSPV,
LSR,Lost River
LSTA,Raron
LSTB,
LSTO,
LSTR,
LSTS,
LSTZ,
LSXB,Balzers
LSXH,Holziken
LSXO,St. Gallen
LSXP,Pfaffnau
LSXR,Lodrino
LSXS,Schindellegi
LSXV,
LSXW,Würenlingen
LSXY,Leysin
LSZA,Lugano
LSZB,Bern
LSZC,Buochs
LSZD,Ascona
LSZE,
LSZF,
LSZG,
LSZH,Zurich
LSZI,
LSZJ,
LSZK,
LSZL,Locarno
LSZN,
LSZO,Lucerne
LSZP,
LSZQ,Bressaucourt
LSZR,Altenrhein
LSZS,
LSZT,Lommis
LSZU,
LSZV,
LSZW,Thun
LSZX,
LSZY,Porrentruy
LT-0001,Rūdininkai
LT-0002,
LT-0003,
LT-9517,Kedainiai
LT86,Gökçeada
LTAB,Ankara
LTAC,Ankara
LTAD,Ankara
LTAE,Ankara
LTAF,Adana
LTAG,Adana
LTAH,Afyonkarahisar
LTAI,Antalya
LTAJ,Gaziantep
LTAK,İskenderun
LTAL,Kastamonu
LTAM,Develi
LTAN,Konya
LTAO,Malatya
LTAP,Amasya
LTAQ,Samsun
LTAR,Sivas
LTAS,Zonguldak
LTAT,Malatya
LTAU,Kayseri
LTAV,Sivrihisar
LTAW,Tokat
LTAX,Eregli
LTAY,Denizli
LTAZ,Nevşehir
LTB,Latrobe
LTBA,Istanbul
LTBC,Alaşehir
LTBD,Aydın
LTBE,Bursa
LTBF,
LTBG,
LTBH,Çanakkale
LTBI,
LTBJ,İzmir
LTBK,
LTBL,
LTBM,
LTBN,Kütahya
LTBO,Uşak
LTBP,Çiftlikköy
LTBQ,
LTBR,Bursa
LTBS,Dalaman
LTBT,
LTBU,Çorlu
LTBV,
LTBW,Istanbul
LTBX,Ümraniye
LTBY,Eskişehir
LTBZ,Manisa
LTCA,Elazığ
LTCC,Diyarbakir
LTCD,Erzincan
LTCE,Erzurum
LTCF,Kars
LTCG,Trabzon
LTCH,Şanlıurfa
LTCI,Van
LTCJ,Batman
LTCK,Muş
LTCL,Siirt
LTCM,Sinop
LTCN,Kahramanmaraş
LTCO,
LTCP,Adıyaman
LTCR,Mardin
LTCS,Şanlıurfa
LTDA,Hatay
LTF,Leitre
LTFA,
LTFB,Selçuk
LTFC,Isparta
LTFD,Edremit
LTFE,Bodrum
LTFH,Samsun
LTFJ,Istanbul
LTGP,Gazipaşa
LTH,Amargosa Valley
LTXE,Antalya
LU-0001,Ettelbruck
LU-0002,Medernach
LU-0003,Luxembourg
LU-0004,Esch-Sur-Alzette
LU-0005,Luxembourg
LU-0006,Luxembourg
LUBL,Strymba
LUBM,Mărculeşti
LUCH,Cahul
LUCL,
LUKK,Chişinău
LUTR,Tiraspol
LUZ,Lublin
LV-0001,Gančauski
LV-0002,Daugavpils
LV-0003,
LV-1288,Riga
LV-7721,Valmiera
LV-8037,Tervette
LVB,Santana do Livramento
LVGZ,Rafah
LW66,Prilep
LW67,Kumanovo
LW68,Srpci
LW69,Dolneni
LW70,Veles
LW71,Sveti Nikole
LW72,Negotino
LW73,Stip
LW74,Bitola
LW75,Brazda
LW76,Mavrovica
LWA,Lebak
LWD,Lamoni
LWOH,Ohrid
LWSK,Skopje
LXGB,Gibraltar
LY-0001,
LY-0002,
LY-0003,
LY-0004,
LY-0005,
LY-BCQ,Brack
LY-DNF,Derna
LY-MRA,Misratah
LY-QUB,Ubari
LY87,
LY88,Užice
LY89,Bor
LYBE,Belgrade
LYBJ,Belgrade
LYBR,Berane
LYBS,Camp Bondsteel
LYBT,Batajnica
LYCA,Čačak
LYDK,Gjakovë
LYKI,Kikinda
LYKV,Kraljevo
LYNI,Nis
LYNK,Nikšić
LYNS,Novi Sad
LYPA,Pančevo
LYPG,Podgorica
LYPO,Podgorica
LYPT,Batlava
LYSM,Sremska Mitrovica
LYSO,Sombor
LYSP,Smederevska palanka
LYSU,Subotica
LYTR,Trstenik
LYTV,Tivat
LYVA,Valjevo
LYVR,
LYZR,Zrenjanin
LZDB,Dubnica nad Váhom
LZHL,Holič
LZIB,Bratislava
LZKC,Kamenica nad Cirochou
LZKS,Senec
LZKZ,Košice
LZLU,Lučenec
LZMA,Martin
LZMC,Malacky
LZNI,Nitra
LZPE,Prievidza
LZPP,Piešťany
LZPT,Partizánske
LZPW,Prešov
LZSE,Senica
LZSK,Svidník
LZSL,Sliač
LZSV,Spišská Nová Ves
LZTN,Trenčín
LZTR,Boleráz
LZTT,Poprad
LZVB,Bratislava
LZZI,Žilina
M00,Augusta
M06,Havre De Grace
M10,Mountainair
M14,Deerwood
M26,Drummond
M28,Hayti
M35,Seeley Lake
M38,Hazel Green
M47,Fife Lake
M49,Waubun
M57,Rangeley
M61,Ishpeming
M62,Hamilton
M69,Deerwood
M74,Bald Knob
M84,Erie
M86,Pullman
M97,Morehead
MA-0001,Tarfaya
MA-GLN,Goulimime
MA07,Westport
MA10,Somerville
MA12,Marstons Mills
MA13,Gloucester
MA14,Gloucester
MA15,Gloucester
MA16,Holden
MA17,Lowell
MA18,Sheffield
MA19,Berlin
MA2,Methuen
MA20,Beverly
MA21,Burlington
MA22,Boston
MA23,Osterville
MA24,Boston
MA25,Brewster
MA26,Brimfield
MA27,Brockton
MA28,Southwick
MA29,Bourne
MA30,Charlton
MA31,Fall River
MA32,Worcester
MA33,Ipswich
MA34,Carver
MA35,Amesbury
MA36,Ipswich
MA37,Falmouth
MA38,Fitchburg
MA39,Boston
MA40,Gardner
MA41,Hopkinton
MA42,Gloucester
MA43,Granville
MA44,Oak Bluffs
MA45,Hanover
MA46,Milford
MA47,Chicopee
MA48,Lexington
MA49,Peabody
MA50,Marlboro
MA51,North Dartmouth
MA52,Maynard
MA53,Ware
MA54,Belchertown
MA55,Muskeget Island
MA56,Natick
MA57,Natick
MA58,Natick
MA59,Brockton
MA6,Halifax
MA60,Middleborough
MA62,Carver
MA63,Pembroke
MA64,Pembroke
MA65,Rochester
MA66,Sharon
MA67,Agawam
MA68,Springfield
MA69,Stoneham
MA70,Sudbury
MA71,Millis
MA72,Tuckernuck Island
MA73,Dover
MA74,Tyngsboro
MA75,Uxbridge
MA76,Waltham
MA77,Washington
MA78,Plymouth
MA79,Westfield
MA80,Westfield
MA81,Westminster
MA82,Westport
MA83,Webster
MA84,Williamstown
MA85,Williamstown
MA86,Windsor
MA87,Westport
MA88,Worthington
MA89,New Braintree
MA90,Boxborough
MA91,Maynard
MA92,Waltham
MA93,Burlington
MA94,Worcester
MA95,West Springfield
MA96,Revere
MA97,Sutton
MA98,Newburyport
MA99,Taunton
MAP,Mamai
MBAC,Big Ambergris Cay
MBGT,Cockburn Town
MBMC,Middle Caicos
MBNC,
MBPI,Pine Cay
MBPV,Providenciales Island
MBSC,
MBSY,Salt Cay
MD-0001,Bălţi
MD-0002,
MD00,Pocomoke City
MD01,Ridge
MD02,Leonardtown
MD03,Chesapeake City
MD04,Cambridge
MD05,Welcome
MD06,Tompkinsville
MD07,Cumberland
MD08,Havre De Grace
MD09,Queen Anne
MD1,Massey
MD10,Baltimore
MD11,Chestertown
MD12,Emmittsburg
MD13,Towson
MD14,Benedict
MD15,Bel Air
MD16,Brookeville
MD17,Butler
MD18,Cambridge
MD19,Chestertown
MD20,Taneytown
MD21,Centreville
MD22,Deale
MD23,Church Hill
MD24,Clarksville
MD25,Columbia
MD26,Beltsville
MD27,Eagle Harbor
MD28,Easton
MD29,Easton
MD30,Hagerstown
MD31,Forest Hill
MD32,Fort Detrick(Frederick)
MD33,Cambridge
MD34,Gaithersburg
MD35,Hebron
MD36,Glen Burnie
MD37,Laurel
MD39,Indian Head
MD40,Jacksonville
MD41,Denton
MD42,Keymar
MD43,Lakeshore
MD44,Taneytown
MD45,Leonardtown
MD46,Dayton
MD47,Lisbon
MD48,Long Green
MD49,Salisbury
MD50,Lusby
MD51,Chestertown
MD52,Crisfield
MD53,Salisbury
MD54,Baltimore
MD55,Nanjemoy
MD56,New Windsor
MD57,Pocomoke City
MD58,Olney
MD59,Chestertown
MD60,Randallstown
MD61,Rising Sun
MD62,Church Hill
MD63,Chestertown
MD64,St Michaels
MD65,Cumberland
MD66,Chestertown
MD67,Silver Spring
MD68,Stevenson
MD69,Still Pond
MD70,Sudlersville
MD71,Baltimore
MD72,Fort Washington
MD73,Unionville
MD74,Unionville
MD75,Urbana
MD76,Westminster
MD77,Comus
MD78,Woodbine
MD79,Worton
MD80,Annapolis
MD81,Edgewater
MD82,Cambridge
MD83,La Plata
MD85,Ridgely
MD86,Frederick
MD91,Church Hill
MD93,Cecilton
MD94,Farmington
MD95,Finksburg
MD97,La Plata
MD98,Fort Ritchie
MD99,Westernport
MDAB,Arroyo Barril
MDAD,Azua
MDAN,Cotui Angelina
MDBA,Consuelo
MDBC,La Romana
MDBE,La Romana
MDBG,Higuey
MDBH,Barahona
MDBL,Boca Chica
MDBM,San Pedro de Macoris
MDCR,Cabo Rojo
MDCY,Samana
MDCZ,Costanza
MDDJ,Dajabon
mder,La Vega
mdes,Valverde
MDHE,Santo Domingo
mdhn,Barahona
MDJB,La Isabela
mdji,
mdll,
mdlm,San Cristobal
MDLR,La Romana
mdma,La Romana
MDMC,Monte Cristi
MDO,Middleton Island
MDPC,Punta Cana
mdpm,Monte Cristi
MDPO,Samana
MDPP,Puerto Plata
MDR,Medfra
MDSA,San Juan de la Maguana
MDSB,Sabana de Mar
MDSD,Santo Domingo
MDSI,San Isidro
MDSJ,San Juan
MDST,Santiago
MDV,"Médouneu, Gabon"
mdwo,Monte Cristi
ME-0001,Ulcinj
ME00,Fort Fairfield
ME01,East Raymond
ME02,Bangor
ME03,Brownville
ME04,Clayton Lake
ME05,Portage
ME06,Charlotte
ME07,Bar Harbor
ME08,Bingham
ME09,Raymond
ME11,Hartford
ME12,Livermore
ME14,Camden
ME16,Limestone
ME17,Roxbury
ME18,Chesuncook
ME19,Clayton Lake
ME2,Cutler
ME20,Fairfield
ME22,Rockwood
ME24,Appleton
ME25,Fort Kent
ME26,Westbrook
ME27,Glenburn
ME28,Cumberland
ME3,Ashland
ME30,Greenville
ME32,Sangerville
ME33,Harpswell
ME34,Jefferson
ME35,Levant
ME36,Mount Vernon
ME38,Mars Hill
ME39,Greene
ME41,North Haven
ME42,Brunswick
ME44,Paris Hill
ME45,Kennebunkport
ME46,Kennebunkport
ME47,Hartland
ME5,Swans Island
ME50,Sinclair
ME51,Standish
ME55,Vinalhaven
ME56,Waldoboro
ME57,North Berwick
ME58,Milbridge
ME59,North Whitefield
ME6,Wales
ME60,Belgrade
ME61,Berwick
ME62,West Pittsfield
ME64,West Lebanon
ME65,West Bath
ME66,Scarborough
ME67,Van Buren
ME68,Newport
ME69,Sabattus
ME70,Cambridge
ME72,Pittston Farm
ME74,Newburgh
ME75,Lisbon Falls
ME76,Rockland
ME79,Willimantic
ME80,Gray
ME85,Dover Foxcroft
ME86,Ashland
ME87,Sanford
ME88,Perry
ME89,Acton
ME90,Waterboro Center
ME91,Gorham
ME92,Jay
ME94,Union
ME95,Lewiston
ME96,Gorham
MECT,Liberia
MFN,Willow
MG-0001,Moramanga
MG-0002,Anjajavy
MG-DOA,Doany
MG13,El Achiotal
MGBN,Morales
MGCB,Coban
MGCR,Carmelita
MGCT,Coatepeque
MGES,Esquipulas
MGG,Margarima
MGGT,Guatemala City
MGHT,Huehuetenango
MGI,Matagorda Island
MGLL,La Libertad
MGML,San Marcos
MGMM,Melchor de Mencos
MGP,Manga Mission
MGPB,Puerto Barrios
MGPP,Poptún
MGQC,Santa Cruz del Quiche
MGQZ,Quezaltenango
MGRA,Rabinal
MGRB,Rubelsanto
MGRT,Retalhuleu
MGSJ,Puerto San José
MGSM,San Marcos
MGTK,San Benito
MGZA,Zacapa
MH-AIM,Ailuk Island
MH-AUL,Aur Atoll
MH-BII,Bikini Atoll
MH-EBN,Ebadon Island
MH-JAT,Ailinglapalap Atoll
MH-JEJ,Ailinglapalap Atoll
MH-KBT,Kaben
MH-LIK,Likiep Island
MH-LML,Lae Island
MH-MAV,Maloelap Island
MH-MJB,Mejit Atoll
MH-MJE,Majkin
MH-NDK,Namorik Atoll
MH-RNP,Rongelap Island
MH-TIC,Arno Atoll
MH-UIT,Jabor Jaluit Atoll
MH-WJA,Woja
MH-WTE,Wotje Atoll
MH-WTO,Wotho Island
MHAC,Acensa
MHAG,Buena Vista
MHAH,Ahuas
MHAL,
MHAM,Amapala Island
MHAN,San Luis
MHAP,Apala
MHAR,Archaga
MHAS,Siguatepeque
MHAU,Tasajeras
MHAY,Araslaya
MHAZ,Cacao
MHBA,Barbareta Island
MHBE,San Bernardo
MHBL,Brus Laguna
MHCA,Catacamas
MHCB,Cocobila
MHCC,Concepción
MHCG,Comayagua
MHCI,Chiquerito
MHCL,Marcala
MHCM,Choloma
MHCO,
MHCP,Cochino Pequeño Island
MHCR,La Unión
MHCS,Coyoles
MHCU,Cauquira
MHDU,Mocorón
MHEA,Olanchito
MHEC,
MHEI,El Guanacaste
MHEL,El Paraiso
MHEN,La Canoa
MHEZ,Lérida
MHFA,La Lima
MHFC,Fort Cay
MHFD,Agua Blanca
MHFN,San Fernando
MHGA,Chumbagua
MHGB,Esquias
MHGC,Catacamas
MHGE,El Aguacate
MHGG,Santiago de Puringla
MHGR,Donel
MHGS,El Molino
MHGY,El Zapato
MHHC,San Pedro Sula
MHHE,Punuare
MHHG,La Lima
MHHO,Horcones
MHIC,Del Cisne Island
MHIN,Minas de Oro
MHIR,Iriona
MHIZ,La Puerta
MHJC,Jocón
MHJE,Rio Plátano
MHJI,Jicalapa
MHJO,
MHJQ,Caleras/El Triunfo
MHJU,Jutigalpa
MHLA,Candelaria
MHLC,La Ceiba
MHLE,La Esperanza
MHLF,
MHLG,Monjarás
MHLI,
MHLJ,Coyoles
MHLM,La Mesa
MHLN,Limón
MHLP,Mapulaca
MHLS,Laguna Seca
MHLT,Moroceli
MHLU,San Luis Pajón
MHLV,Las Vegas
MHLZ,el agua
MHMC,Hacienda Montecristo
MHMI,Vallecillo
MHML,Monte Líbano
MHMM,Malera
MHMN,Monica
MHMO,San Marcos
MHMP,Agua Blanca
MHMS,Siksatara
MHMT,Manto
MHN,Mullen
MHNA,Nacaome
MHNB,Apala
MHNC,Choluteca
MHNJ,Guanaja
MHNS,
MHNV,Nueva Ocotepeque
MHOT,Copón
MHPA,Barra del Patuca
MHPB,San Pedro Sula
MHPC,Palacios
MHPI,Buena Vista
MHPL,Puerto Lempira
MHPS,El Encinal
MHPV,Manga
MHPY,Farallones
MHRA,
MHRD,Rus Rus
MHRH,
MHRJ,Apala
MHRO,Roatan Island
MHRR,Rus Rus
MHRS,Santa Rosa de Copán
MHRU,Ruinas de Copan
MHRY,Raya
MHSC,Comayagua
MHSI,Sico
MHSJ,Oropoli
MHSL,El Hato
MHSN,Sinaloa
MHSX,
MHSZ,Choluteca
MHTA,Tamara
MHTB,Tuntuntara
MHTE,Tela
MHTG,Tegucigalpa
MHTI,Tipimunatara
MHTJ,Trujillo
MHTM,Santa María
MHTO,Tocoa
MHUC,Auca
MHUG,Canchias
MHUH,Uhi
MHUL,Sulaco
MHUO,La Unión
MHUT,Utila Island
MHUY,Cucuyagua
MHVE,Coyolillo
MHVG,Villa Guadalupe
MHWA,Wampusirpi
MHWD,Wampusirpi
MHWP,Waplaya
MHWR,Warunta
MHWS,Wasma
MHWW,Wawina
MHY,Morehead
MHYX,Puerto Lempira
